E:\sdc\simulator\IMG\center_2021_08_20_00_39_43_778.jpg, E:\sdc\simulator\IMG\left_2021_08_20_00_39_43_778.jpg, E:\sdc\simulator\IMG\right_2021_08_20_00_39_43_778.jpg, 0, 1, 0, 9.429049
E:\sdc\simulator\IMG\center_2021_08_20_00_39_43_882.jpg, E:\sdc\simulator\IMG\left_2021_08_20_00_39_43_882.jpg, E:\sdc\simulator\IMG\right_2021_08_20_00_39_43_882.jpg, 0, 1, 0, 10.542
E:\sdc\simulator\IMG\center_2021_08_20_00_39_43_981.jpg, E:\sdc\simulator\IMG\left_2021_08_20_00_39_43_981.jpg, E:\sdc\simulator\IMG\right_2021_08_20_00_39_43_981.jpg, 0, 1, 0, 11.47678
E:\sdc\simulator\IMG\center_2021_08_20_00_39_44_082.jpg, E:\sdc\simulator\IMG\left_2021_08_20_00_39_44_082.jpg, E:\sdc\simulator\IMG\right_2021_08_20_00_39_44_082.jpg, -0.2037252, 1, 0, 12.6918
E:\sdc\simulator\IMG\center_2021_08_20_00_39_44_186.jpg, E:\sdc\simulator\IMG\left_2021_08_20_00_39_44_186.jpg, E:\sdc\simulator\IMG\right_2021_08_20_00_39_44_186.jpg, -0.4136922, 1, 0, 13.65214
E:\sdc\simulator\IMG\center_2021_08_20_00_39_44_288.jpg, E:\sdc\simulator\IMG\left_2021_08_20_00_39_44_288.jpg, E:\sdc\simulator\IMG\right_2021_08_20_00_39_44_288.jpg, -0.1152754, 1, 0, 14.86612
E:\sdc\simulator\IMG\center_2021_08_20_00_39_44_391.jpg, E:\sdc\simulator\IMG\left_2021_08_20_00_39_44_391.jpg, E:\sdc\simulator\IMG\right_2021_08_20_00_39_44_391.jpg, 0, 1, 0, 15.80063
E:\sdc\simulator\IMG\center_2021_08_20_00_39_44_492.jpg, E:\sdc\simulator\IMG\left_2021_08_20_00_39_44_492.jpg, E:\sdc\simulator\IMG\right_2021_08_20_00_39_44_492.jpg, 0, 1, 0, 16.91136
E:\sdc\simulator\IMG\center_2021_08_20_00_39_44_595.jpg, E:\sdc\simulator\IMG\left_2021_08_20_00_39_44_595.jpg, E:\sdc\simulator\IMG\right_2021_08_20_00_39_44_595.jpg, 0, 1, 0, 18.15127
E:\sdc\simulator\IMG\center_2021_08_20_00_39_44_701.jpg, E:\sdc\simulator\IMG\left_2021_08_20_00_39_44_701.jpg, E:\sdc\simulator\IMG\right_2021_08_20_00_39_44_701.jpg, 0, 1, 0, 19.16511
E:\sdc\simulator\IMG\center_2021_08_20_00_39_44_804.jpg, E:\sdc\simulator\IMG\left_2021_08_20_00_39_44_804.jpg, E:\sdc\simulator\IMG\right_2021_08_20_00_39_44_804.jpg, -0.2833143, 1, 0, 20.15718
E:\sdc\simulator\IMG\center_2021_08_20_00_39_44_907.jpg, E:\sdc\simulator\IMG\left_2021_08_20_00_39_44_907.jpg, E:\sdc\simulator\IMG\right_2021_08_20_00_39_44_907.jpg, -0.579912, 1, 0, 20.98996
E:\sdc\simulator\IMG\center_2021_08_20_00_39_45_008.jpg, E:\sdc\simulator\IMG\left_2021_08_20_00_39_45_008.jpg, E:\sdc\simulator\IMG\right_2021_08_20_00_39_45_008.jpg, -0.8837364, 1, 0, 21.67322
E:\sdc\simulator\IMG\center_2021_08_20_00_39_45_110.jpg, E:\sdc\simulator\IMG\left_2021_08_20_00_39_45_110.jpg, E:\sdc\simulator\IMG\right_2021_08_20_00_39_45_110.jpg, -0.6205557, 1, 0, 22.5689
E:\sdc\simulator\IMG\center_2021_08_20_00_39_45_210.jpg, E:\sdc\simulator\IMG\left_2021_08_20_00_39_45_210.jpg, E:\sdc\simulator\IMG\right_2021_08_20_00_39_45_210.jpg, -0.3177186, 1, 0, 23.57821
E:\sdc\simulator\IMG\center_2021_08_20_00_39_45_312.jpg, E:\sdc\simulator\IMG\left_2021_08_20_00_39_45_312.jpg, E:\sdc\simulator\IMG\right_2021_08_20_00_39_45_312.jpg, -0.01608752, 1, 0, 24.55559
E:\sdc\simulator\IMG\center_2021_08_20_00_39_45_415.jpg, E:\sdc\simulator\IMG\left_2021_08_20_00_39_45_415.jpg, E:\sdc\simulator\IMG\right_2021_08_20_00_39_45_415.jpg, 0, 1, 0, 25.68297
E:\sdc\simulator\IMG\center_2021_08_20_00_39_45_515.jpg, E:\sdc\simulator\IMG\left_2021_08_20_00_39_45_515.jpg, E:\sdc\simulator\IMG\right_2021_08_20_00_39_45_515.jpg, 0, 1, 0, 26.62956
E:\sdc\simulator\IMG\center_2021_08_20_00_39_45_616.jpg, E:\sdc\simulator\IMG\left_2021_08_20_00_39_45_616.jpg, E:\sdc\simulator\IMG\right_2021_08_20_00_39_45_616.jpg, 0, 1, 0, 27.5701
E:\sdc\simulator\IMG\center_2021_08_20_00_39_45_719.jpg, E:\sdc\simulator\IMG\left_2021_08_20_00_39_45_719.jpg, E:\sdc\simulator\IMG\right_2021_08_20_00_39_45_719.jpg, 0, 1, 0, 28.50114
E:\sdc\simulator\IMG\center_2021_08_20_00_39_45_822.jpg, E:\sdc\simulator\IMG\left_2021_08_20_00_39_45_822.jpg, E:\sdc\simulator\IMG\right_2021_08_20_00_39_45_822.jpg, 0, 1, 0, 29.42278
E:\sdc\simulator\IMG\center_2021_08_20_00_39_45_926.jpg, E:\sdc\simulator\IMG\left_2021_08_20_00_39_45_926.jpg, E:\sdc\simulator\IMG\right_2021_08_20_00_39_45_926.jpg, 0, 1, 0, 30.19027
E:\sdc\simulator\IMG\center_2021_08_20_00_39_46_029.jpg, E:\sdc\simulator\IMG\left_2021_08_20_00_39_46_029.jpg, E:\sdc\simulator\IMG\right_2021_08_20_00_39_46_029.jpg, 0, 1, 0, 30.19028
E:\sdc\simulator\IMG\center_2021_08_20_00_39_46_132.jpg, E:\sdc\simulator\IMG\left_2021_08_20_00_39_46_132.jpg, E:\sdc\simulator\IMG\right_2021_08_20_00_39_46_132.jpg, 0, 1, 0, 30.18989
E:\sdc\simulator\IMG\center_2021_08_20_00_39_46_234.jpg, E:\sdc\simulator\IMG\left_2021_08_20_00_39_46_234.jpg, E:\sdc\simulator\IMG\right_2021_08_20_00_39_46_234.jpg, -0.0129939, 1, 0, 30.19025
E:\sdc\simulator\IMG\center_2021_08_20_00_39_46_336.jpg, E:\sdc\simulator\IMG\left_2021_08_20_00_39_46_336.jpg, E:\sdc\simulator\IMG\right_2021_08_20_00_39_46_336.jpg, -0.319896, 1, 0, 30.1654
E:\sdc\simulator\IMG\center_2021_08_20_00_39_46_438.jpg, E:\sdc\simulator\IMG\left_2021_08_20_00_39_46_438.jpg, E:\sdc\simulator\IMG\right_2021_08_20_00_39_46_438.jpg, -0.2527775, 1, 0, 30.18667
E:\sdc\simulator\IMG\center_2021_08_20_00_39_46_542.jpg, E:\sdc\simulator\IMG\left_2021_08_20_00_39_46_542.jpg, E:\sdc\simulator\IMG\right_2021_08_20_00_39_46_542.jpg, 0, 1, 0, 30.18699
E:\sdc\simulator\IMG\center_2021_08_20_00_39_46_645.jpg, E:\sdc\simulator\IMG\left_2021_08_20_00_39_46_645.jpg, E:\sdc\simulator\IMG\right_2021_08_20_00_39_46_645.jpg, 0, 1, 0, 30.19
E:\sdc\simulator\IMG\center_2021_08_20_00_39_46_746.jpg, E:\sdc\simulator\IMG\left_2021_08_20_00_39_46_746.jpg, E:\sdc\simulator\IMG\right_2021_08_20_00_39_46_746.jpg, 0, 1, 0, 30.19026
E:\sdc\simulator\IMG\center_2021_08_20_00_39_46_847.jpg, E:\sdc\simulator\IMG\left_2021_08_20_00_39_46_847.jpg, E:\sdc\simulator\IMG\right_2021_08_20_00_39_46_847.jpg, 0, 1, 0, 30.19026
E:\sdc\simulator\IMG\center_2021_08_20_00_39_46_948.jpg, E:\sdc\simulator\IMG\left_2021_08_20_00_39_46_948.jpg, E:\sdc\simulator\IMG\right_2021_08_20_00_39_46_948.jpg, -0.0787944, 1, 0, 30.18892
E:\sdc\simulator\IMG\center_2021_08_20_00_39_47_050.jpg, E:\sdc\simulator\IMG\left_2021_08_20_00_39_47_050.jpg, E:\sdc\simulator\IMG\right_2021_08_20_00_39_47_050.jpg, -0.3545286, 1, 0, 30.16179
E:\sdc\simulator\IMG\center_2021_08_20_00_39_47_152.jpg, E:\sdc\simulator\IMG\left_2021_08_20_00_39_47_152.jpg, E:\sdc\simulator\IMG\right_2021_08_20_00_39_47_152.jpg, -0.06309391, 1, 0, 30.19101
E:\sdc\simulator\IMG\center_2021_08_20_00_39_47_253.jpg, E:\sdc\simulator\IMG\left_2021_08_20_00_39_47_253.jpg, E:\sdc\simulator\IMG\right_2021_08_20_00_39_47_253.jpg, 0, 1, 0, 30.18996
E:\sdc\simulator\IMG\center_2021_08_20_00_39_47_355.jpg, E:\sdc\simulator\IMG\left_2021_08_20_00_39_47_355.jpg, E:\sdc\simulator\IMG\right_2021_08_20_00_39_47_355.jpg, 0, 1, 0, 30.19043
E:\sdc\simulator\IMG\center_2021_08_20_00_39_47_458.jpg, E:\sdc\simulator\IMG\left_2021_08_20_00_39_47_458.jpg, E:\sdc\simulator\IMG\right_2021_08_20_00_39_47_458.jpg, 0, 1, 0, 30.1903
E:\sdc\simulator\IMG\center_2021_08_20_00_39_47_559.jpg, E:\sdc\simulator\IMG\left_2021_08_20_00_39_47_559.jpg, E:\sdc\simulator\IMG\right_2021_08_20_00_39_47_559.jpg, -0.1752123, 1, 0, 30.18153
E:\sdc\simulator\IMG\center_2021_08_20_00_39_47_663.jpg, E:\sdc\simulator\IMG\left_2021_08_20_00_39_47_663.jpg, E:\sdc\simulator\IMG\right_2021_08_20_00_39_47_663.jpg, -0.4745139, 1, 0, 30.14489
E:\sdc\simulator\IMG\center_2021_08_20_00_39_47_764.jpg, E:\sdc\simulator\IMG\left_2021_08_20_00_39_47_764.jpg, E:\sdc\simulator\IMG\right_2021_08_20_00_39_47_764.jpg, -0.5048873, 1, 0, 30.16731
E:\sdc\simulator\IMG\center_2021_08_20_00_39_47_868.jpg, E:\sdc\simulator\IMG\left_2021_08_20_00_39_47_868.jpg, E:\sdc\simulator\IMG\right_2021_08_20_00_39_47_868.jpg, -0.2075997, 1, 0, 30.19551
E:\sdc\simulator\IMG\center_2021_08_20_00_39_47_969.jpg, E:\sdc\simulator\IMG\left_2021_08_20_00_39_47_969.jpg, E:\sdc\simulator\IMG\right_2021_08_20_00_39_47_969.jpg, 0, 1, 0, 30.18634
E:\sdc\simulator\IMG\center_2021_08_20_00_39_48_073.jpg, E:\sdc\simulator\IMG\left_2021_08_20_00_39_48_073.jpg, E:\sdc\simulator\IMG\right_2021_08_20_00_39_48_073.jpg, 0, 1, 0, 30.18982
E:\sdc\simulator\IMG\center_2021_08_20_00_39_48_177.jpg, E:\sdc\simulator\IMG\left_2021_08_20_00_39_48_177.jpg, E:\sdc\simulator\IMG\right_2021_08_20_00_39_48_177.jpg, 0, 1, 0, 30.19049
E:\sdc\simulator\IMG\center_2021_08_20_00_39_48_279.jpg, E:\sdc\simulator\IMG\left_2021_08_20_00_39_48_279.jpg, E:\sdc\simulator\IMG\right_2021_08_20_00_39_48_279.jpg, 0, 1, 0, 30.19038
E:\sdc\simulator\IMG\center_2021_08_20_00_39_48_382.jpg, E:\sdc\simulator\IMG\left_2021_08_20_00_39_48_382.jpg, E:\sdc\simulator\IMG\right_2021_08_20_00_39_48_382.jpg, 0, 1, 0, 30.1903
E:\sdc\simulator\IMG\center_2021_08_20_00_39_48_486.jpg, E:\sdc\simulator\IMG\left_2021_08_20_00_39_48_486.jpg, E:\sdc\simulator\IMG\right_2021_08_20_00_39_48_486.jpg, 0, 1, 0, 30.19035
E:\sdc\simulator\IMG\center_2021_08_20_00_39_48_587.jpg, E:\sdc\simulator\IMG\left_2021_08_20_00_39_48_587.jpg, E:\sdc\simulator\IMG\right_2021_08_20_00_39_48_587.jpg, 0, 1, 0, 30.1903
E:\sdc\simulator\IMG\center_2021_08_20_00_39_48_689.jpg, E:\sdc\simulator\IMG\left_2021_08_20_00_39_48_689.jpg, E:\sdc\simulator\IMG\right_2021_08_20_00_39_48_689.jpg, 0, 1, 0, 30.19034
E:\sdc\simulator\IMG\center_2021_08_20_00_39_48_792.jpg, E:\sdc\simulator\IMG\left_2021_08_20_00_39_48_792.jpg, E:\sdc\simulator\IMG\right_2021_08_20_00_39_48_792.jpg, 0, 1, 0, 30.19029
E:\sdc\simulator\IMG\center_2021_08_20_00_39_48_896.jpg, E:\sdc\simulator\IMG\left_2021_08_20_00_39_48_896.jpg, E:\sdc\simulator\IMG\right_2021_08_20_00_39_48_896.jpg, 0, 1, 0, 30.19027
E:\sdc\simulator\IMG\center_2021_08_20_00_39_49_000.jpg, E:\sdc\simulator\IMG\left_2021_08_20_00_39_49_000.jpg, E:\sdc\simulator\IMG\right_2021_08_20_00_39_49_000.jpg, -0.0418083, 1, 0, 30.18989
E:\sdc\simulator\IMG\center_2021_08_20_00_39_49_104.jpg, E:\sdc\simulator\IMG\left_2021_08_20_00_39_49_104.jpg, E:\sdc\simulator\IMG\right_2021_08_20_00_39_49_104.jpg, -0.2844747, 1, 0, 30.17003
E:\sdc\simulator\IMG\center_2021_08_20_00_39_49_207.jpg, E:\sdc\simulator\IMG\left_2021_08_20_00_39_49_207.jpg, E:\sdc\simulator\IMG\right_2021_08_20_00_39_49_207.jpg, 0, 1, 0, 30.18907
E:\sdc\simulator\IMG\center_2021_08_20_00_39_49_307.jpg, E:\sdc\simulator\IMG\left_2021_08_20_00_39_49_307.jpg, E:\sdc\simulator\IMG\right_2021_08_20_00_39_49_307.jpg, 0, 1, 0, 30.18997
E:\sdc\simulator\IMG\center_2021_08_20_00_39_49_410.jpg, E:\sdc\simulator\IMG\left_2021_08_20_00_39_49_410.jpg, E:\sdc\simulator\IMG\right_2021_08_20_00_39_49_410.jpg, 0, 1, 0, 30.19033
E:\sdc\simulator\IMG\center_2021_08_20_00_39_49_511.jpg, E:\sdc\simulator\IMG\left_2021_08_20_00_39_49_511.jpg, E:\sdc\simulator\IMG\right_2021_08_20_00_39_49_511.jpg, 0, 1, 0, 30.19029
E:\sdc\simulator\IMG\center_2021_08_20_00_39_49_614.jpg, E:\sdc\simulator\IMG\left_2021_08_20_00_39_49_614.jpg, E:\sdc\simulator\IMG\right_2021_08_20_00_39_49_614.jpg, 0, 1, 0, 30.19032
E:\sdc\simulator\IMG\center_2021_08_20_00_39_49_716.jpg, E:\sdc\simulator\IMG\left_2021_08_20_00_39_49_716.jpg, E:\sdc\simulator\IMG\right_2021_08_20_00_39_49_716.jpg, 0, 1, 0, 30.19027
E:\sdc\simulator\IMG\center_2021_08_20_00_39_49_818.jpg, E:\sdc\simulator\IMG\left_2021_08_20_00_39_49_818.jpg, E:\sdc\simulator\IMG\right_2021_08_20_00_39_49_818.jpg, 0, 1, 0, 30.19028
E:\sdc\simulator\IMG\center_2021_08_20_00_39_49_920.jpg, E:\sdc\simulator\IMG\left_2021_08_20_00_39_49_920.jpg, E:\sdc\simulator\IMG\right_2021_08_20_00_39_49_920.jpg, -0.014295, 1, 0, 30.19028
E:\sdc\simulator\IMG\center_2021_08_20_00_39_50_022.jpg, E:\sdc\simulator\IMG\left_2021_08_20_00_39_50_022.jpg, E:\sdc\simulator\IMG\right_2021_08_20_00_39_50_022.jpg, -0.3073908, 1, 0, 30.16711
E:\sdc\simulator\IMG\center_2021_08_20_00_39_50_123.jpg, E:\sdc\simulator\IMG\left_2021_08_20_00_39_50_123.jpg, E:\sdc\simulator\IMG\right_2021_08_20_00_39_50_123.jpg, -0.3061089, 1, 0, 30.18241
E:\sdc\simulator\IMG\center_2021_08_20_00_39_50_227.jpg, E:\sdc\simulator\IMG\left_2021_08_20_00_39_50_227.jpg, E:\sdc\simulator\IMG\right_2021_08_20_00_39_50_227.jpg, -0.00738298, 1, 0, 30.18793
E:\sdc\simulator\IMG\center_2021_08_20_00_39_50_329.jpg, E:\sdc\simulator\IMG\left_2021_08_20_00_39_50_329.jpg, E:\sdc\simulator\IMG\right_2021_08_20_00_39_50_329.jpg, 0, 1, 0, 30.18973
E:\sdc\simulator\IMG\center_2021_08_20_00_39_50_430.jpg, E:\sdc\simulator\IMG\left_2021_08_20_00_39_50_430.jpg, E:\sdc\simulator\IMG\right_2021_08_20_00_39_50_430.jpg, 0, 1, 0, 30.19023
E:\sdc\simulator\IMG\center_2021_08_20_00_39_50_533.jpg, E:\sdc\simulator\IMG\left_2021_08_20_00_39_50_533.jpg, E:\sdc\simulator\IMG\right_2021_08_20_00_39_50_533.jpg, 0, 1, 0, 30.1903
E:\sdc\simulator\IMG\center_2021_08_20_00_39_50_637.jpg, E:\sdc\simulator\IMG\left_2021_08_20_00_39_50_637.jpg, E:\sdc\simulator\IMG\right_2021_08_20_00_39_50_637.jpg, 0, 1, 0, 30.1903
E:\sdc\simulator\IMG\center_2021_08_20_00_39_50_740.jpg, E:\sdc\simulator\IMG\left_2021_08_20_00_39_50_740.jpg, E:\sdc\simulator\IMG\right_2021_08_20_00_39_50_740.jpg, 0, 1, 0, 30.19029
E:\sdc\simulator\IMG\center_2021_08_20_00_39_50_841.jpg, E:\sdc\simulator\IMG\left_2021_08_20_00_39_50_841.jpg, E:\sdc\simulator\IMG\right_2021_08_20_00_39_50_841.jpg, 0, 1, 0, 30.19031
E:\sdc\simulator\IMG\center_2021_08_20_00_39_50_945.jpg, E:\sdc\simulator\IMG\left_2021_08_20_00_39_50_945.jpg, E:\sdc\simulator\IMG\right_2021_08_20_00_39_50_945.jpg, 0, 1, 0, 30.19027
E:\sdc\simulator\IMG\center_2021_08_20_00_39_51_044.jpg, E:\sdc\simulator\IMG\left_2021_08_20_00_39_51_044.jpg, E:\sdc\simulator\IMG\right_2021_08_20_00_39_51_044.jpg, 0, 1, 0, 30.1903
E:\sdc\simulator\IMG\center_2021_08_20_00_39_51_148.jpg, E:\sdc\simulator\IMG\left_2021_08_20_00_39_51_148.jpg, E:\sdc\simulator\IMG\right_2021_08_20_00_39_51_148.jpg, 0, 1, 0, 30.19031
E:\sdc\simulator\IMG\center_2021_08_20_00_39_51_250.jpg, E:\sdc\simulator\IMG\left_2021_08_20_00_39_51_250.jpg, E:\sdc\simulator\IMG\right_2021_08_20_00_39_51_250.jpg, -0.1774071, 1, 0, 30.18163
E:\sdc\simulator\IMG\center_2021_08_20_00_39_51_351.jpg, E:\sdc\simulator\IMG\left_2021_08_20_00_39_51_351.jpg, E:\sdc\simulator\IMG\right_2021_08_20_00_39_51_351.jpg, -0.4495105, 1, 0, 30.14972
E:\sdc\simulator\IMG\center_2021_08_20_00_39_51_453.jpg, E:\sdc\simulator\IMG\left_2021_08_20_00_39_51_453.jpg, E:\sdc\simulator\IMG\right_2021_08_20_00_39_51_453.jpg, -0.08997094, 1, 0, 30.19152
E:\sdc\simulator\IMG\center_2021_08_20_00_39_51_556.jpg, E:\sdc\simulator\IMG\left_2021_08_20_00_39_51_556.jpg, E:\sdc\simulator\IMG\right_2021_08_20_00_39_51_556.jpg, 0, 1, 0, 30.18919
E:\sdc\simulator\IMG\center_2021_08_20_00_39_51_657.jpg, E:\sdc\simulator\IMG\left_2021_08_20_00_39_51_657.jpg, E:\sdc\simulator\IMG\right_2021_08_20_00_39_51_657.jpg, 0, 1, 0, 30.19018
E:\sdc\simulator\IMG\center_2021_08_20_00_39_51_760.jpg, E:\sdc\simulator\IMG\left_2021_08_20_00_39_51_760.jpg, E:\sdc\simulator\IMG\right_2021_08_20_00_39_51_760.jpg, 0, 1, 0, 30.19029
E:\sdc\simulator\IMG\center_2021_08_20_00_39_51_864.jpg, E:\sdc\simulator\IMG\left_2021_08_20_00_39_51_864.jpg, E:\sdc\simulator\IMG\right_2021_08_20_00_39_51_864.jpg, 0, 1, 0, 30.19028
E:\sdc\simulator\IMG\center_2021_08_20_00_39_51_967.jpg, E:\sdc\simulator\IMG\left_2021_08_20_00_39_51_967.jpg, E:\sdc\simulator\IMG\right_2021_08_20_00_39_51_967.jpg, 0, 1, 0, 30.19048
E:\sdc\simulator\IMG\center_2021_08_20_00_39_52_069.jpg, E:\sdc\simulator\IMG\left_2021_08_20_00_39_52_069.jpg, E:\sdc\simulator\IMG\right_2021_08_20_00_39_52_069.jpg, -0.1927734, 1, 0, 30.18002
E:\sdc\simulator\IMG\center_2021_08_20_00_39_52_171.jpg, E:\sdc\simulator\IMG\left_2021_08_20_00_39_52_171.jpg, E:\sdc\simulator\IMG\right_2021_08_20_00_39_52_171.jpg, -0.1797078, 1, 0, 30.18844
E:\sdc\simulator\IMG\center_2021_08_20_00_39_52_275.jpg, E:\sdc\simulator\IMG\left_2021_08_20_00_39_52_275.jpg, E:\sdc\simulator\IMG\right_2021_08_20_00_39_52_275.jpg, 0, 1, 0, 30.18964
E:\sdc\simulator\IMG\center_2021_08_20_00_39_52_379.jpg, E:\sdc\simulator\IMG\left_2021_08_20_00_39_52_379.jpg, E:\sdc\simulator\IMG\right_2021_08_20_00_39_52_379.jpg, 0, 1, 0, 30.19024
E:\sdc\simulator\IMG\center_2021_08_20_00_39_52_480.jpg, E:\sdc\simulator\IMG\left_2021_08_20_00_39_52_480.jpg, E:\sdc\simulator\IMG\right_2021_08_20_00_39_52_480.jpg, 0, 1, 0, 30.1903
E:\sdc\simulator\IMG\center_2021_08_20_00_39_52_581.jpg, E:\sdc\simulator\IMG\left_2021_08_20_00_39_52_581.jpg, E:\sdc\simulator\IMG\right_2021_08_20_00_39_52_581.jpg, 0, 1, 0, 30.1903
